Filename,Title,9,441,Transfer notes,Subdir,Sort,IMDbID,Year,Directors,Actors,Runtime,Priority,Notes,Poster,Genre,Plot,Tagline,Trailer
Secret Of Roan Inish.iso,The Secret of Roan Inish,OK,OK,,,,,1995,John Sayles,Jeni Courtney; Eileen Colgan; Mick Lally,103,,,https://m.media-amazon.com/images/M/MV5BNmQ3Yzc5N2QtZDk3Yy00ZTVmLTg5ZTItMWFkZDUxOGJhMTYyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,Drama; Family; Fantasy,Young Fiona lives with her grandparents in a small fishing village where she takes an active role to unravel the mysterious secrets.,,
Dont Look Now Disc01.iso,Don't Look Now,OK,OK,,,,,1973,Nicolas Roeg,Julie Christie; Donald Sutherland; Hilary Mason,110,,,https://m.media-amazon.com/images/M/MV5BNDZmYzJmMDQtM2NkNi00NjU0LTlmZGItNDFjZjVkZjhmNDcyXkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_.jpg,Drama; Horror; Mystery,"A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.",,
Westworld Season 2 Disc 2.iso,"Westworld, season 2, disc 2",OK,OK,,,,,,,,,,,,,,,
Ypc Disc 4.iso,"Leonard Bernstein's Young People's Concert, disc 4",OK,OK,,,,,,,,,,,,,,,
Bubble.iso,Bubble,OK,OK,,,,,2006,Steven Soderbergh,Debbie Doebereiner; Omar Cowan; Dustin James Ashley,73,,,https://m.media-amazon.com/images/M/MV5BOWVmMTI2ODEtODJhNy00YTAxLWJkODgtZTZkNzAzNTZiMmExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Crime; Drama; Mystery,"Set against the backdrop of a decaying Midwestern town, a murder becomes the focal point of three people who work in a doll factory.",,
NightcourtS1D2.iso,"Night Court, season 1, disc 2",OK,OK,,,,,,,,,,,,,,,
MissionImpossibleS2D1.iso,"Mission: Impossible, season 2, disc 1",OK,OK,,,,,,,,,,,,,,,
Blood Diamond.iso,Blood Diamond,OK,OK,,,,,2006,Edward Zwick,Leonardo DiCaprio; Djimon Hounsou; Jennifer Connelly,143,,,https://m.media-amazon.com/images/M/MV5BZDMxOGZhNWYtMzRlYy00Mzk5LWJjMjEtNmQ4NDU4M2QxM2UzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,Adventure; Drama; Thriller,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",,
Human Nature.iso,Human Nature,OK,OK,,,,,2001,Michel Gondry,Tim Robbins; Patricia Arquette; Rhys Ifans,96,,,https://m.media-amazon.com/images/M/MV5BM2FiNzM1NzgtYzJmYi00NzRjLWFmYzktMzI1M2FlMWYzYjVhXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_.jpg,Comedy; Drama,"A woman is in love with a man in love with another woman, and all three have designs on a young man raised as an ape.",,
Martian Child.iso,Martian Child,OK,OK,,,,,2007,Menno Meyjes,John Cusack; Amanda Peet; Bobby Coleman,106,,,https://m.media-amazon.com/images/M/MV5BMjExMDAxNzYzNV5BMl5BanBnXkFtZTcwMDQ3MDU1MQ@@._V1_.jpg,Comedy; Drama; Family,"A science-fiction writer, recently widowed, considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially rejected boy who says he’s really from Mars.",,
The Fugitive Rerelease.iso,The Fugitive,OK,OK,,,,,1993,Andrew Davis,Harrison Ford; Tommy Lee Jones; Sela Ward,130,,,https://m.media-amazon.com/images/M/MV5BYmFmOGZjYTItYjY1ZS00OWRiLTk0NDgtMjQ5MzBkYWE2YWE0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,Action; Crime; Drama,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",,
Westworld Season 2 Disc 3.iso,"Westworld, season 2, disc 3",OK,OK,,,,,,,,,,,,,,,
MissionImpossibleS2D2.iso,"Mission: Impossible, season 2, disc 2",,,,,,,,,,,,,,,,,
partridgefams1d2.iso,"The Partridge Family, season 1, disc 2",,,,,,,,,,,,,,,,,
Starbuck.iso,Starbuck,,,,,,,2012,Ken Scott,Patrick Huard; Julie LeBreton; Antoine Bertrand,109,,,https://m.media-amazon.com/images/M/MV5BMjMyMDczMzU1OV5BMl5BanBnXkFtZTcwMzMwNzk1OA@@._V1_.jpg,Comedy; Drama; Romance,"As his lover announces her pregnancy, a fortysomething slacker receives other life-changing news: 142 people, all of them the result of artificial insemination, have filed a class action lawsuit against him, their biological father.",,
Ypc Disc 5.iso,"Leonard Bernstein's Young People's Concert, disc 5",,,,,,,,,,,,,,,,,
Ypc Disc 6.iso,"Leonard Bernstein's Young People's Concert, disc 6",,,,,,,,,,,,,,,,,
MissionImpossibleS2D3.iso,"Mission: Impossible, season 2, disc 3",OK,OK,,,,,,,,,,,,,,,
Night Court Season 2 Disc 2.iso,"Night Court, season 2, disc 2",OK,OK,,,,,,,,,,,,,,,
MissionImpossibleS2D4.iso,"Mission: Impossible, season 2, disc 4",,,,,,,,,,,,,,,,,
Deathtrap 4x3 Ff Budget Na.iso,Deathtrap,OK,OK,pan and scan,,,,1982,Sidney Lumet,Michael Caine; Christopher Reeve; Dyan Cannon,116,,,https://m.media-amazon.com/images/M/MV5BMGI5ZjUyNGQtODEwMi00ZmNlLWFjOTQtMWI4ZTQyZTAzZTcyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,Comedy; Crime; Mystery,A Broadway playwright puts murder in his plan to take credit for a student's play.,,
NightOnEarth.iso,Night on Earth,OK,OK,,,,,1991,Jim Jarmusch,Winona Ryder; Gena Rowlands; Lisanne Falk,129,,,https://m.media-amazon.com/images/M/MV5BOGNmMjBmZWEtOWYwZC00NGIzLTg0YWItMzkzMWMwOTU4YTViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,Comedy; Drama,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,,
Ypc Disc 7.iso,"Leonard Bernstein's Young People's Concert, disc 7",OK,OK,,,,,,,,,,,,,,,
MissionImpossibleS2D5.iso,"Mission: Impossible, season 2, disc 5",OK,OK,,,,,,,,,,,,,,,
RiverRunsThrough.iso,A River Runs Through It,OK,OK,,,,,1992,Robert Redford,Craig Sheffer; Brad Pitt; Tom Skerritt,123,,,https://m.media-amazon.com/images/M/MV5BNzE4YWZkOWMtOWZlNS00NzU4LTk5MDQtZjZkNDllMjM1NGI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Drama,"Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing.",,
MissionImpossibleS2D6.iso,"Mission: Impossible, season 2, disc 6",OK,OK,,,,,,,,,,,,,,,
Amazing Grace.iso,Amazing Grace,OK,OK,,,,,2007,Michael Apted,Ioan Gruffudd; Albert Finney; Michael Gambon,118,,,https://m.media-amazon.com/images/M/MV5BMTI5MTkxMDA4M15BMl5BanBnXkFtZTcwNjA4Mjg0MQ@@._V1_.jpg,Biography; Drama; History,"The idealist William Wilberforce (Ioan Gruffudd) maneuvers his way through Parliament, endeavoring to end the British transatlantic slave trade.",,
MissionImpossibleS2D7.iso,"Mission: Impossible, season 2, disc 7",OK,OK,,,,,,,,,,,,,,,
Night Court Season 2 Disc 3.iso,"Night Court, season 2, disc 3",OK,OK,,,,,,,,,,,,,,,
Pirate Radio.iso,Pirate Radio,OK,OK,,,,,2009,Richard Curtis,Philip Seymour Hoffman; Bill Nighy; Nick Frost,117,,,https://m.media-amazon.com/images/M/MV5BMTMzMjYzMTMyM15BMl5BanBnXkFtZTcwOTk5NDA5Mg@@._V1_.jpg,Comedy; Drama; Music,"A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves.",,
Robot Chicken Season 2 Disc 2.iso,"Robot Chicken, season 2, disc 2",OK,OK,,,,,,,,,,,,,,,
Ypc Disc 8.iso,"Leonard Bernstein's Young People's Concert, disc 8",OK,OK,,,,,,,,,,,,,,,
PartridgeFamS1D3.iso,"The Partridge Family, season 1, disc 3",OK,OK,,,,,,,,,,,,,,,
Straight To Hell.iso,Straight to Hell,OK,OK,,,,,1987,Alex Cox,Sy Richardson; Joe Strummer; Dick Rude,86,,,https://m.media-amazon.com/images/M/MV5BZTkxMGFhNWQtMmY0ZS00MDNjLWE5NTYtM2UwN2I4MDE1OGE5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,Action; Comedy; Western,"A gang of bank robbers with a suitcase full of money go to the desert to hide out. After burying the loot, they find their way to a surreal town full of cowboys who drink an awful lot of coffee. The townspeople are hostile to the ...",,
Summer Of Sam.iso,Summer of Sam,OK,OK,,,,,1999,Spike Lee,John Leguizamo; Adrien Brody; Mira Sorvino,142,,,https://m.media-amazon.com/images/M/MV5BNjdjMDQ4ZjctYmQzNS00NjYwLWFhNTQtMGM0YmJjMmE5YmE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Crime; Drama; Romance,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American Northeast Bronx neighborhood who live in fear and distrust of one another.",,
When We Were Kings.iso,When We Were Kings,OK,OK,,,,,1997,Leon Gast,Muhammad Ali; George Foreman; Don King,88,,,https://m.media-amazon.com/images/M/MV5BMTQ4NjU3MzI3NF5BMl5BanBnXkFtZTgwMjYyODU3MDI@._V1_.jpg,Documentary; Sport,"Boxing documentary on the 1974 world heavyweight championship bout between defending champion, George Foreman, and the underdog challenger, Muhammad Ali.",,
Whipit Rental.iso,Whip It,OK,OK,,,,,2009,Drew Barrymore,Elliot Page; Drew Barrymore; Kristen Wiig,111,,,https://m.media-amazon.com/images/M/MV5BNDM1NzkzMjQ4NF5BMl5BanBnXkFtZTcwMDE3Nzk3Mg@@._V1_.jpg,Drama; Sport,"In Bodeen, Texas, an indie-rock-loving misfit finds a way of dealing with small-town misery after discovering a roller-derby league in nearby Austin.",,
Ypc Disc 2.iso,"Leonard Bernstein's Young People's Concert, disc 2",OK,OK,,,,,,,,,,,,,,,
Ypc Disc 9.iso,"Leonard Bernstein's Young People's Concert, disc 9",OK,OK,,,,,,,,,,,,,,,
Night Of The Hunter Disc01.iso,Night of the Hunter,OK,OK,,,,,1955,Charles Laughton,Robert Mitchum; Shelley Winters; Lillian Gish,92,,,https://m.media-amazon.com/images/M/MV5BMDhjNzhmMTMtZTRkOC00NTdjLTg3N2ItZmQ1ZDU0NGY5OTk5XkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_.jpg,Crime; Drama; Film-Noir,"A self-proclaimed preacher marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",,
Paper Heart.iso,Paper Heart,OK,OK,,,,,2009,Nicholas Jasenovec,Charlyne Yi; Michael Cera; Jake Johnson,88,,,https://m.media-amazon.com/images/M/MV5BMTY0OTg3MzM1M15BMl5BanBnXkFtZTcwMzAyMzI1Mg@@._V1_.jpg,Comedy; Drama; Romance,Charlyne Yi embarks on a quest across America to make a documentary about the one subject she doesn't fully understand: Love.,,
Solitary Man.iso,Solitary Man,OK,OK,,,,,2010,Brian Koppelman; David Levien,Michael Douglas; Susan Sarandon; Jesse Eisenberg,90,,,https://m.media-amazon.com/images/M/MV5BMTU2NDEwNjQ4NV5BMl5BanBnXkFtZTcwODYwMTgzMw@@._V1_.jpg,Comedy; Drama; Romance,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,,
The Art Of The Steal.iso,The Art of the Steal,OK,OK,,,,,2014,Jonathan Sobol,Kurt Russell; Jay Baruchel; Katheryn Winnick,90,,,https://m.media-amazon.com/images/M/MV5BNjUxNjYyNTUxMF5BMl5BanBnXkFtZTgwNDgyMDcyMTE@._V1_.jpg,Comedy; Crime; Thriller,"Crunch Calhoun, a semi-reformed art thief, agrees to get his old gang back together to pull off one last heist.",,
The Master.iso,The Master,OK,OK,,,,,2012,Paul Thomas Anderson,Joaquin Phoenix; Philip Seymour Hoffman; Amy Adams,138,,,https://m.media-amazon.com/images/M/MV5BMTQ2NjQ5MzMwMF5BMl5BanBnXkFtZTcwMjczNTAzOA@@._V1_.jpg,Drama; History,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by the Cause and its charismatic leader.,,
Tree Of Life Fd.iso,Tree of Life,OK,OK,,,,,2011,Terrence Malick,Brad Pitt; Sean Penn; Jessica Chastain,139,,,https://m.media-amazon.com/images/M/MV5BMTMwNjQ0NjMzN15BMl5BanBnXkFtZTcwNjMxMTkyNA@@._V1_.jpg,Drama; Fantasy,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",,
21Grams.iso,21 Grams,OK,OK,,,,,2004,Alejandro G. Iñárritu,Sean Penn; Benicio Del Toro; Naomi Watts,124,,,https://m.media-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_.jpg,Crime; Drama; Thriller,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",,
61.iso,61*,OK,OK,,,,,2001,Billy Crystal,Barry Pepper; Thomas Jane; Anthony Michael Hall,129,,,https://m.media-amazon.com/images/M/MV5BZTlmM2NjZDctMmE1OS00OTAyLTg4OGEtMGYwZjZiM2MwNmNhXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,Biography; Drama; History,Roger Maris and Mickey Mantle race to break Babe Ruth's single-season home run record.,,
AnyGivenSunday.iso,Any Given Sunday,OK,OK,,,,,1999,Oliver Stone,Al Pacino; Dennis Quaid; Cameron Diaz,162,,,https://m.media-amazon.com/images/M/MV5BZDk2YTQxZjUtYzJkYi00MTk4LTk4NDAtZmQ3ZGQwMDQxY2ZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Drama; Sport,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.,,
BatmanGothamKnight.iso,Batman: Gotham Knight,OK,OK,,,,,2008,Yasuhiro Aoki; Futoshi Higashide; Toshiyuki Kubooka,Kevin Conroy; Jason Marsden; Scott Menville,75,,,https://m.media-amazon.com/images/M/MV5BM2I0YTFjOTUtMWYzNC00ZTgyLTk2NWEtMmE3N2VlYjEwN2JlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Animation; Action; Crime,A collection of key events mark Bruce Wayne's life as he journeys from beginner to Dark Knight.,,
BernsteinMass.iso,Bernstein Mass,OK,OK,,,,,,,,,,,,,,,
BladeRunnerDirCut.iso,Blade Runner (Director's Cut),OK,OK,,,,,1982,Ridley Scott,Harrison Ford; Rutger Hauer; Sean Young,117,,,https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,Action; Drama; Sci-Fi,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,,
BrosMcMullen.iso,The Brothers McMullen,OK,OK,,,,,1995,Edward Burns,Jack Mulcahy; Michael McGlone; Edward Burns,98,,,https://m.media-amazon.com/images/M/MV5BMTQ2YTY2OWMtODdjNy00MmE4LWE1MDEtOTdmMzc4ZDBjNzQ5XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_.jpg,Comedy; Drama; Romance,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",,
CadillacRecords.iso,Cadillac Records,OK,OK,,,,,2008,Darnell Martin,Adrien Brody; Jeffrey Wright; Beyoncé,109,,,https://m.media-amazon.com/images/M/MV5BMTIzMzA5MTgzN15BMl5BanBnXkFtZTcwNzUxMzIwMg@@._V1_.jpg,Biography; Drama; Music,Chronicles the rise of Chess Records and its recording artists.,,
Chocolat.iso,Chocolat,OK,OK,,,,,2001,Lasse Hallström,Juliette Binoche; Johnny Depp; Judi Dench,121,,,https://m.media-amazon.com/images/M/MV5BYWYwMjMxZWQtMzQ3OS00YWNhLThkNDItYTk4NDdhZDE4ZTEzXkEyXkFqcGdeQXVyODU5MDg5OTY@._V1_.jpg,Drama; Romance,A French woman and her young daughter open up a chocolate shop in a small remote village that shakes up the rigid morality of the community.,,
CouchTigerHidDragon.iso,"Crouching Tiger, Hidden Dragon",OK,OK,,,,,2001,Ang Lee,Chow Yun-Fat; Michelle Yeoh; Ziyi Zhang,120,,,https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,Action; Adventure; Drama,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,,
Crash.iso,Crash,OK,OK,,,,,2005,Paul Haggis,Don Cheadle; Sandra Bullock; Thandiwe Newton,112,,,https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_.jpg,Crime; Drama; Thriller,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",,
DanIRL.iso,Dan In Real Life,OK,OK,,,,,2007,Peter Hedges,Steve Carell; Juliette Binoche; Dane Cook,98,,,https://m.media-amazon.com/images/M/MV5BNjc2NjI0MTgtNmI1Zi00ZjRiLTk5MTEtNmYzYjhhMTJlNTYwXkEyXkFqcGdeQXVyMTI0NTA1MDI3._V1_.jpg,Comedy; Drama; Romance,A widower finds out the woman he fell in love with is his brother's girlfriend.,,
Defendor.iso,Defendor,OK,OK,,,,,2010,Peter Stebbings,Woody Harrelson; Kat Dennings; Sandra Oh,101,,,https://m.media-amazon.com/images/M/MV5BMmU0YjQzNTgtYjczNC00ODc5LWFmNTQtMmE5YTQ2ZGYwM2IxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,Comedy; Crime; Drama,"Arthur Poppington, a regular man who adopts a superhero persona, known as ""Defendor"", combs the city streets at night, in search of his archenemy, Captain Industry.",,
Flightplan.iso,Flightplan,OK,OK,,,,,2005,Robert Schwentke,Jodie Foster; Peter Sarsgaard; Sean Bean,98,,,https://m.media-amazon.com/images/M/MV5BNGJkYTNiZjUtOTBhMi00NjY5LTkwZWEtNjBkNmE1YTZlMDc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Drama; Mystery; Thriller,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane.",,
GhostDog.iso,Ghost Dog: The Way of the Samurai,OK,OK,,,,,2000,Jim Jarmusch,Forest Whitaker; Henry Silva; John Tormey,116,,,https://m.media-amazon.com/images/M/MV5BMTQ5ZTc1NjAtMGNjNi00ZDY1LWIyM2EtZmM1NTcwMjkzNmMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,Crime; Drama,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,,
Goldsworthy_RiversandTides.iso,Rivers and Tides,OK,OK,,,,,2002,Thomas Riedelsheimer,Andy Goldsworthy; Anna Goldsworthy; Holly Goldsworthy,90,,,https://m.media-amazon.com/images/M/MV5BYmFkZWUyMWEtMjE2My00NjhmLWFhOGQtODM3ZGY0YzAyOTI0XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_.jpg,Documentary,"Portrait of Andy Goldsworthy, an artist whose specialty is ephemeral sculptures made from elements of nature.",,
Groomsmen.iso,The Groomsmen,OK,OK,,,,,2006,Edward Burns,Edward Burns; Matthew Lillard; Brittany Murphy,98,,,https://m.media-amazon.com/images/M/MV5BMTcyOTUzNDA1M15BMl5BanBnXkFtZTcwMDIxNjQzMQ@@._V1_.jpg,Comedy; Drama; Music,A groom (Ed Burns) and his four attendants wrestle with issues related to friendship and maturity a week before the big day.,,
Hamlet 2.iso,Hamlet 2,OK,OK,,,,,2008,Andrew Fleming,Steve Coogan; Elisabeth Shue; Catherine Keener,92,,,https://m.media-amazon.com/images/M/MV5BNDQyNjA5NzExMF5BMl5BanBnXkFtZTcwODIyMjAyNw@@._V1_.jpg,Comedy; Music,"In this irreverent comedy, a failed actor-turned-worse-high-school-drama-teacher rallies his Tucson, AZ students as he conceives and stages politically incorrect musical sequel to Shakespeare's Hamlet.",,
HaroldMaude.iso,Harold and Maude,OK,OK,,,,,1971,Hal Ashby,Ruth Gordon; Bud Cort; Vivian Pickles,91,,,https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,Comedy; Drama; Romance,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",,
ILoveYouMan.iso,"I Love You, Man",OK,OK,,,,,2009,John Hamburg,Paul Rudd; Jason Segel; Rashida Jones,105,,,https://m.media-amazon.com/images/M/MV5BMTU4MjI5NTEyNV5BMl5BanBnXkFtZTcwNjQ1NTMzMg@@._V1_.jpg,Comedy; Romance,"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?",,
JapaneseStory.iso,Japanese Story,OK,OK,,,,,2003,Sue Brooks,Toni Collette; Gotaro Tsunashima; Lynette Curran,110,,,https://m.media-amazon.com/images/M/MV5BODI3MWUwY2UtZGRhNi00ODU3LWI0OTYtY2Y4NTNlYTRiZjU1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,Drama; Romance,"Against the background of an Australian desert, Sandy, a geologist, and Hiromitsu, a Japanese businessman, play out a story of human inconsequence in the face of the blistering universe. The end of the journey leaves no one capabl...",,
KeepingTheFaith.iso,Keeping the Faith,OK,OK,,,,,2000,Edward Norton,Ben Stiller; Edward Norton; Jenna Elfman,128,,,https://m.media-amazon.com/images/M/MV5BMTMxNzg3MzQ3Nl5BMl5BanBnXkFtZTYwOTY4Nzc5._V1_.jpg,Comedy; Drama; Romance,"Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.",,
LarsRealGirl.iso,Lars and the Real Girl,OK,OK,,,,,2007,Craig Gillespie,Ryan Gosling; Emily Mortimer; Paul Schneider,106,,,https://m.media-amazon.com/images/M/MV5BMGY5YmMwNmUtNmNhMy00ZjE1LWI3NDQtZTQ1NzEzZGM5NTI3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,Comedy; Drama; Romance,A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.,,
Laura.iso,Laura,OK,OK,,,,,,Otto Preminger,Gene Tierney; Dana Andrews; Clifton Webb,88,,,https://m.media-amazon.com/images/M/MV5BYjkxOGM5OTktNTRmZi00MjhlLWE2MDktNzY3NjY3NmRjNDUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_.jpg,Drama; Film-Noir; Mystery,A police detective falls in love with the woman whose murder he is investigating.,,
LeonardBernsteinYPCDisc1.iso,"Leonard Bernstein's Young People's Concert, disc 1",OK,OK,,,,,1958,,New York Philharmonic; Leonard Bernstein; Aaron Copland,60,,,https://m.media-amazon.com/images/M/MV5BMGRjMTZiMDgtNGJkMi00OGRiLWI2ZWQtMTllYTE2YzVjYTkzXkEyXkFqcGdeQXVyMTk4NTIzMzI@._V1_.jpg,Music,"A series of televised classical music concerts by the New York Philharmonic. They were telecast on CBS and syndicated in over 40 countries. In 1958, they started under the leadership of then-new conductor Leonard Bernstein. The te...",,
LikeWaterChocolate.iso,Like Water For Chocolate,OK,OK,,,,,1993,Alfonso Arau,Marco Leonardi; Lumi Cavazos; Regina Torné,105,,,https://m.media-amazon.com/images/M/MV5BMWU0YjUyMTYtMGNkMi00MWNmLTg3ZDEtZmJmNGM2NGQwMmUxXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_.jpg,Drama; Romance,"When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.",,
